congressperson_name,congressperson_id,congressperson_document,term,state,party,term_id,subquota_number,subquota_description,subquota_group_id,subquota_group_description,supplier,cnpj_cpf,document_number,document_type,issue_date,document_value,remark_value,total_net_value,month,year,installment,passenger,leg_of_the_trip,batch_number,numbers,total_value,applicant_id,document_id,is_returned,is_meal
VALTENIR PEREIRA,141552.0,536.0,2019.0,MT,MDB,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL  - SENAC,33469172001644,169104,0,2016-08-17T00:00:00,35.78,0.0,35.78,8,2016,0,,,1317018,[None],0.0,1946,6080928,True,True
KEIKO OTA,160659.0,356.0,2015.0,SP,PSB,54,13,Congressperson meal,0,,RP ALIMENTAÇÃO E DIVERÇÕES LTDA,72590656000112,20865,0,2012-02-07T00:00:00,112.75,0.0,112.75,2,2012,0,,,591293,[None],0.0,2261,2248993,True,True
RENATO ANDRADE,171620.0,590.0,2015.0,MG,PP,55,13,Congressperson meal,0,,Internacional Meal Company,17314329001797,48383,0,2017-02-14T00:00:00,39.13,0.0,39.13,2,2017,0,,,1358231,[None],0.0,2817,6209119,True,True
AFONSO FLORENCE,160508.0,182.0,2019.0,BA,PT,54,13,Congressperson meal,0,,LA FORNERIA RESTAURANTES LTDA,9486490000152,12473,0,2013-06-14T00:00:00,89.65,0.0,89.65,6,2013,0,,,1043735,[None],0.0,2406,5165232,True,True
PAUDERNEY AVELINO,74095.0,40.0,2015.0,AM,DEM,55,13,Congressperson meal,0,,DOM FRANCISCO RESTAURANTE LTDA,3327191000199,75853,0,2017-03-23T00:00:00,188.0,0.0,188.0,3,2017,0,,,1375394,[None],0.0,586,6259072,True,True
EDUARDO BARBOSA,74655.0,230.0,2019.0,MG,PSDB,55,13,Congressperson meal,0,,BK BRASIL OPERAÇÃO E ASS. A RESTAURANTES S.A.,13574594038320,137672,0,2017-04-24T00:00:00,20.9,0.0,20.9,4,2017,0,,,1377421,[None],0.0,1010,6265161,True,True
JORGE CÔRTE REAL,160572.0,150.0,2015.0,PE,PTB,55,13,Congressperson meal,0,,RESTAURANTE VITÓRIA GRILL LTDA,4698426000111,072903,0,2015-11-23T00:00:00,50.42,0.0,50.42,11,2015,0,,,1247971,[None],0.0,2256,5862479,True,True
VINICIUS CARVALHO,141555.0,397.0,2019.0,SP,PRB,55,13,Congressperson meal,0,,SETO & KAZUO,18381649000165,001646,0,2017-05-05T00:00:00,210.0,0.0,210.0,5,2017,0,,,1385354,[None],0.0,1951,6281650,True,True
DR. CARLOS ALBERTO,118384.0,529.0,2011.0,RJ,PMN,54,13,Congressperson meal,0,,WNR COMERCIO E PARTICIPAÇÕES LTDA,32582702000117,123424,0,2013-09-14T00:00:00,110.44,0.0,110.44,9,2013,0,,,1062078,[None],0.0,2420,5235208,True,True
CAJAR NARDES,194261.0,577.0,2015.0,RS,PODE,55,13,Congressperson meal,0,,GALETERIA DA NONNA,11670980000156,058175,0,2016-09-16T00:00:00,229.75,0.0,229.75,9,2016,0,,,1323515,[None],0.0,3146,6102264,True,True
NELSON PADOVANI,160566.0,567.0,2015.0,PR,PSDB,54,13,Congressperson meal,0,,PIZZARIA CANTO MANSO,11312051000175,142,0,2012-01-22T00:00:00,45.65,0.0,45.65,1,2012,0,,,590340,[None],0.0,2327,2245848,True,True
DR. CARLOS ALBERTO,118384.0,529.0,2011.0,RJ,PMN,54,13,Congressperson meal,0,,CARNE DE SOL 111,595462000107,16178,0,2011-07-01T00:00:00,73.8,0.0,73.8,7,2011,0,,,549552,[None],0.0,2420,2109718,True,True
WALNEY ROCHA,160631.0,535.0,2015.0,RJ,PATRI,55,13,Congressperson meal,0,,TAIOBA SELF-SERVICE LTDA EPP,3346671000954,29462,0,2017-09-13T00:00:00,25.0,0.0,25.0,9,2017,0,,,1434008,[None],0.0,2369,6417278,True,True
OSMAR TERRA,73692.0,497.0,2019.0,RS,MDB,55,13,Congressperson meal,0,,LMF COMÉRCIO E SERVIÇOS ALIMENTÍCIOS LTDA,4409600000169,65373,0,2016-02-24T00:00:00,116.13,0.0,116.13,2,2016,0,,,1274128,[None],0.0,1514,5945318,True,True
MARA GABRILLI,160565.0,366.0,2015.0,SP,PSDB,54,13,Congressperson meal,0,,10MAKI LANCHES E CONVENIÊNCIA LTDA-ME,13443728000130,1358,0,2012-05-21T00:00:00,41.0,0.0,41.0,5,2012,0,,,617012,[None],0.0,2399,2333221,True,True
SIMÃO SESSIM,73424.0,327.0,2015.0,RJ,PP,55,13,Congressperson meal,0,,RR JF Bar Restaurante e Churrascaria Ltda,12565450000100,387626,0,2015-08-27T00:00:00,52.1,0.0,52.1,8,2015,0,,,1225444,[None],0.0,184,5789556,True,True
OSMAR SERRAGLIO,73463.0,463.0,2015.0,PR,PP,54,13,Congressperson meal,0,,Osper Restaurante,4391638000151,72570,0,2013-06-03T00:00:00,45.78,0.0,45.78,6,2013,0,,,1037059,[None],0.0,1439,5139562,True,True
MARCO TEBALDI,160536.0,478.0,2015.0,SC,PSDB,54,13,Congressperson meal,0,,BAKING BAR E RESTAURANTE LTDA,15364571000182,2690,0,2013-05-23T00:00:00,53.0,0.0,53.0,5,2013,0,,,1039984,[None],0.0,2245,5151914,True,True
MAURO PEREIRA,124411.0,540.0,2015.0,RS,MDB,55,13,Congressperson meal,0,,COCO BAMBU LAGO SUL COMERCIO DE ALIMENTOS LTDA,10542662000147,80644,0,2016-04-18T00:00:00,90.0,0.0,90.0,4,2016,0,,,1283335,[None],0.0,3095,5974426,True,True
ARNALDO JORDY,160602.0,18.0,2015.0,PA,PPS,54,13,Congressperson meal,0,,panificadora santa clara,4567087000134,226899,0,2015-01-10T00:00:00,7.5,1.0,6.5,1,2015,0,,,1166418,[None],0.0,2341,5600998,True,True
PROFESSORA DORINHA SEABRA REZENDE,160639.0,67.0,2019.0,TO,DEM,54,13,Congressperson meal,0,,CHURRASCARIA MOURÃO,2358990000160,09757,0,2012-05-05T00:00:00,16.0,0.0,16.0,5,2012,0,,,610633,[None],0.0,2300,2309658,True,True
PROFESSORA MARCIVANIA,160641.0,15.0,2019.0,AP,PCdoB,54,13,Congressperson meal,0,,GNTCOMÉRCIO DE GENEROS ALIMENTÍCIOS LTDA,2089436000124,047440,0,2011-05-11T00:00:00,62.8,0.0,62.8,5,2011,0,,,538421,[None],0.0,2339,2071619,True,True
SILVIO LOPES,73998.0,321.0,2007.0,RJ,PSDB,53,13,Congressperson meal,0,,DOM FRANCISCO RESTAURANTE LTDA.,3327191000270,98265,0,2010-07-15T00:00:00,122.0,0.0,122.0,7,2010,0,,,486844,[None],0.0,1206,1894986,True,True
SILVIO TORRES,73560.0,391.0,2015.0,SP,PSDB,55,13,Congressperson meal,0,,arcos dourados com. de alimentos LTDA,42591651176187,299457,0,2015-11-12T00:00:00,24.5,0.0,24.5,11,2015,0,,,1244131,[None],0.0,1175,5850202,True,True
RUBENS BUENO,73466.0,460.0,2019.0,PR,PPS,54,13,Congressperson meal,0,,DOMAINE WINE COMERCIO,4277358000117,10607,0,2013-07-17T00:00:00,140.0,0.0,140.0,7,2013,0,,,1044711,[None],0.0,831,5168661,True,True
DOMINGOS DUTRA,74197.0,72.0,2011.0,MA,SD,54,13,Congressperson meal,0,,ADVENTURE BOWLING BAR,8601179000144,6248,0,2011-08-25T00:00:00,32.0,0.0,32.0,8,2011,0,,,564759,[None],0.0,1003,2161441,True,True
MARCON,160535.0,507.0,2019.0,RS,PT,54,13,Congressperson meal,0,,CASA DAS CUCAS & CIA,1723815000161,6394,0,2012-09-08T00:00:00,22.45,0.0,22.45,9,2012,0,,,638096,[None],0.0,2241,2399903,True,True
VINICIUS CARVALHO,141555.0,397.0,2019.0,SP,PRB,55,13,Congressperson meal,0,,SENAC - COMP. ADM. CAM. DEP. ANEXO IV 10º ANDAR,33469172001644,062313,0,2015-08-06T00:00:00,53.43,0.0,53.43,8,2015,0,,,1217394,[None],0.0,1951,5760788,True,True
BILAC PINTO,141513.0,232.0,2019.0,MG,DEM,55,13,Congressperson meal,0,,SENAC - CÂMARA DOS DEPUTADOS - LANCHONETE  DO PLENÁRIO,33469172000672,215406,0,2015-11-18T00:00:00,30.0,0.0,30.0,11,2015,0,,,1245282,[None],0.0,1789,5854255,True,True
ÍRIS DE ARAÚJO,141453.0,417.0,2011.0,GO,PMDB,53,13,Congressperson meal,0,,RESTAURANTE VARANDA DO SUL LTDA.ME,4490752000139,017598,0,2009-09-02T00:00:00,6.34,0.0,6.34,9,2009,0,,,423366,[None],0.0,1851,1673207,True,True
RONALDO LESSA,178845.0,173.0,2015.0,AL,PDT,55,13,Congressperson meal,0,,RESTAURANTE PICANHAS DO SUL LTDA,38020285000103,054271,0,2016-08-08T00:00:00,98.6,0.0,98.6,8,2016,0,,,1314260,[None],0.0,3003,6071408,True,True
DANILO FORTE,62881.0,95.0,2015.0,CE,PSDB,54,13,Congressperson meal,0,,DOM FRANCISCO,3327191000199,59657,0,2012-07-12T00:00:00,290.0,0.0,290.0,7,2012,0,,,625099,[None],0.0,2227,2358343,True,True
PASTOR LUCIANO BRAGA,193982.0,569.0,2015.0,BA,PRB,55,13,Congressperson meal,0,,SOHO  RESTAURANTE,2077434000115,22892,0,2017-08-27T00:00:00,146.0,0.0,146.0,8,2017,0,,,1417229,[None],0.0,3143,6373182,True,True
MARIA HELENA,64960.0,6.0,2015.0,RR,MDB,55,13,Congressperson meal,0,,SERV. NAC. DE APRENDIZAGEM COMERCIAL - SENAC,33469172000672,138699,0,2015-05-07T00:00:00,11.6,0.0,11.6,5,2015,0,,,1190661,[None],0.0,1607,5678367,True,True
LUIZ CARLOS RAMOS,178802.0,318.0,2015.0,RJ,PR,55,13,Congressperson meal,0,,LEITERIA MINEIRA LTDA,33374414000130,071853,0,2016-11-11T00:00:00,40.0,0.0,40.0,11,2016,0,,,1337467,[None],0.0,2978,6146203,True,True
JOÃO ARRUDA,160573.0,455.0,2015.0,PR,MDB,54,13,Congressperson meal,0,,RESTAURANTE O REI DO GADO LTDA.,9201412000164,10355,0,2011-06-03T00:00:00,15.0,0.0,15.0,6,2011,0,,,545324,[None],0.0,2363,2095014,True,True
JOÃO PAULO LIMA,160549.0,149.0,2011.0,PE,PT,54,13,Congressperson meal,0,,PAPAYA VERDE - AVATARAN RESTAURANTE LTDA.,8860768000147,034564,1,2014-04-05T00:00:00,42.24,0.0,42.24,4,2014,0,,,1105639,[None],0.0,2392,5383785,True,True
DÉCIO LIMA,141413.0,475.0,2015.0,SC,PT,55,13,Congressperson meal,0,,DOM FRANCISCO - Francisco Pátio Comércio de Alimentos Ltda.,2169338000105,10355,0,2017-07-05T00:00:00,90.8,3.0,87.8,7,2017,0,,,1405032,[None],0.0,1810,6336060,True,True
JURANDY LOUREIRO,141475.0,276.0,2007.0,ES,PSC,53,13,Congressperson meal,0,,FA DIAS BOA MORTE - TIA ME,5681208000137,001775,0,2009-11-04T00:00:00,6.0,0.0,6.0,11,2009,0,,,440505,[None],0.0,1864,1732073,True,True
FÁTIMA PELAES,74065.0,12.0,2011.0,AP,PMDB,54,13,Congressperson meal,0,,RESTAURANTE AMAZONAS PEIXARIA,14528730000174,05551,0,2013-05-27T00:00:00,231.55,0.0,231.55,5,2013,0,,,1033881,[None],0.0,565,5127742,True,True
JAIRO CARNEIRO,74547.0,597.0,2007.0,BA,PP**,53,13,Congressperson meal,0,,COUVERT,10660478000100,0012,0,2010-02-07T00:00:00,96.08,0.0,96.08,2,2010,0,,,453368,[None],0.0,153,1775637,True,True
CAPITÃO AUGUSTO,178829.0,346.0,2019.0,SP,PR,55,13,Congressperson meal,0,,MARCO ANTONIO CHAVES - EPP,52789427000114,080553,0,2015-04-17T00:00:00,52.17,0.0,52.17,4,2015,0,,,1185049,[None],0.0,2950,5660869,True,True
JORGE SOLLA,178857.0,204.0,2019.0,BA,PT,55,13,Congressperson meal,0,,SORRISO MARIA RESTAURANTE E LANCHONETE LTDA - ME,10528153000160,04728,0,2015-08-03T00:00:00,22.5,0.0,22.5,8,2015,0,,,1215177,[None],0.0,2938,5752391,True,True
VITOR LIPPI,178992.0,399.0,2019.0,SP,PSDB,55,13,Congressperson meal,0,,AVENIDA DO SABOR RESTAURANTE E BAR LTDA ME,22207073000191,004359,4,2018-06-22T00:00:00,60.0,0.0,60.0,6,2018,0,,,1517799,[None],0.0,2954,6637609,True,True
MAJOR OLIMPIO,178826.0,368.0,2015.0,SP,PSL,55,13,Congressperson meal,0,,EMPORIO E CONFEITARIA PARIS LTDA,8402977000147,050688,0,2017-05-20T00:00:00,18.8,0.0,18.8,5,2017,0,,,1388782,[None],0.0,2935,6292414,True,True
DIMAS FABIANO,160599.0,231.0,2019.0,MG,PP,54,13,Congressperson meal,0,,SENAC,33469172001644,063693,0,2014-06-04T00:00:00,24.0,0.0,24.0,6,2014,0,,,1135302,[None],0.0,2356,5492501,True,True
AFONSO FLORENCE,160508.0,182.0,2019.0,BA,PT,55,13,Congressperson meal,0,,MAOTAI PARALELA COMERCIO DE ALIMENTOS EIRELI,10762575000103,128212,4,2018-03-26T00:00:00,52.48,0.0,52.48,3,2018,0,,,1478481,[None],0.0,2406,6537951,True,True
NELSON MARCHEZAN JUNIOR,160567.0,509.0,2015.0,RS,PSDB,55,13,Congressperson meal,0,,SENAC RESTAURANTE 10º AND. AN. IV CÂMARA DOS DEPUTADOS,33469172001644,050519,0,2016-04-14T00:00:00,55.69,0.0,55.69,4,2016,0,,,1282564,[None],0.0,2409,5971986,True,True
LUIZ SÉRGIO,74688.0,313.0,2015.0,RJ,PT,55,13,Congressperson meal,0,,RESTAURANTE E BAR 14 BIS LTDA,27721265000135,184627,0,2018-05-08T00:00:00,39.47,0.0,39.47,5,2018,0,,,1492229,[None],0.0,1383,6573164,True,True
JOSE STÉDILE,160607.0,506.0,2015.0,RS,PSB,54,13,Congressperson meal,0,,REST. UNIVERSIDADE  DO SABOR,8355686000145,022930,0,2013-10-08T00:00:00,69.7,0.0,69.7,10,2013,0,,,1063288,[None],0.0,2345,5239764,True,True
PEDRO UCZAI,160604.0,481.0,2019.0,SC,PT,54,13,Congressperson meal,0,,NEVADA ALIMENTOS LTDA,10824624000187,123202,0,2013-10-21T00:00:00,49.5,0.0,49.5,10,2013,0,,,1067384,[None],0.0,2243,5254707,True,True
JOÃO OLIVEIRA,141460.0,61.0,2007.0,TO,DEM,53,13,Congressperson meal,0,,RESTAURANTE DOM VIRGILIO,5980541000147,031810,0,2010-06-16T00:00:00,93.37,0.0,93.37,6,2010,0,,,481065,[None],0.0,1858,1873060,True,True
ARNALDO JORDY,160602.0,18.0,2015.0,PA,PPS,54,13,Congressperson meal,0,,CASA DE CALDO,10275149000137,4661,0,2014-03-02T00:00:00,107.25,0.0,107.25,3,2014,0,,,1104459,[None],0.0,2341,5382081,True,True
IRACEMA PORTELLA,67138.0,113.0,2019.0,PI,PP,54,13,Congressperson meal,0,,ANTIQUARIUS,48756605000303,066033,0,2011-08-07T00:00:00,239.0,38.0,201.0,8,2011,0,,,562434,[None],0.0,2320,2153520,True,True
JOÃO BITTAR,141457.0,531.0,2011.0,MG,DEM,53,13,Congressperson meal,0,,ALECRIM - DISTRIBUIÇAO DE ALIMENTOS LTDA,3619371000144,194457,0,2009-12-22T00:00:00,29.97,0.0,29.97,12,2009,0,,,450716,[None],0.0,1855,1766624,True,True
MAURO NAZIF,141508.0,49.0,2019.0,RO,PSB,53,13,Congressperson meal,0,,CHURRASCARIA POTENCIA GRILL,8466219000192,19740,0,2010-12-15T00:00:00,109.39,0.0,109.39,12,2010,0,,,512191,[None],0.0,1893,1983774,True,True
OSMAR BERTOLDI,180545.0,531.0,2015.0,PR,DEM,55,13,Congressperson meal,0,,SRA SERVIÇOS DE ALIMENTAÇÃO LTDA,14173146000143,107817,0,2016-12-11T00:00:00,162.4,0.0,162.4,12,2016,0,,,1345262,[None],0.0,3091,6169033,True,True
RENZO BRAZ,160654.0,262.0,2015.0,MG,PP,54,13,Congressperson meal,0,,LANCHONETE E CHURRASCARIA SÃO FRANCISCO,86669512000160,023330,0,2014-12-26T00:00:00,29.0,0.0,29.0,12,2014,0,,,1167356,[None],0.0,2230,5603809,True,True
CELSO RUSSOMANNO,73441.0,347.0,2019.0,SP,PRB,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC,33469172000672,223228,0,2016-10-04T00:00:00,29.4,0.0,29.4,10,2016,0,,,1330265,[None],0.0,993,6123812,True,True
OSMAR TERRA,73692.0,497.0,2019.0,RS,MDB,54,13,Congressperson meal,0,,MOIDA COMÉRCIO DE ALIMENTOS LTDA - ME,1426557000151,14247,0,2012-08-10T00:00:00,119.0,0.0,119.0,8,2012,0,,,630833,[None],0.0,1514,2376407,True,True
ADEMIR CAMILO,133374.0,520.0,2015.0,MG,MDB,55,13,Congressperson meal,0,,RESTAURANTE ALMANAQUE ANCHIETA LTDA,11031454000146,224149,0,2016-08-06T00:00:00,43.2,0.0,43.2,8,2016,0,,,1328503,[None],0.0,1744,6117965,True,True
MAURO NAZIF,141508.0,49.0,2019.0,RO,PSB,54,13,Congressperson meal,0,,KIKIÔ FAST FOOD,1365698000101,110231,0,2011-03-28T00:00:00,38.61,0.0,38.61,3,2011,0,,,527691,[None],0.0,1893,2036945,True,True
RONALDO LESSA,178845.0,173.0,2015.0,AL,PDT,55,13,Congressperson meal,0,,RESTAURANTE PICANHA DO SUL,38020285000103,083261,0,2018-05-28T00:00:00,54.6,0.0,54.6,5,2018,0,,,1500501,[None],0.0,3003,6593839,True,True
ANDRÉ ZACHAROW,74377.0,441.0,2011.0,PR,PMDB,54,13,Congressperson meal,0,,LELLIS TRATTORIA,3146491000171,35367,0,2013-12-08T00:00:00,145.0,0.0,145.0,12,2013,0,,,1082363,[None],0.0,1536,5305645,True,True
CLÁUDIO PUTY,160557.0,22.0,2011.0,PA,PT,54,13,Congressperson meal,0,,MINUTA RECEPÇÕES E SERVIÇOS DE BUFFET LTDA,1019348000193,36205,0,2011-06-21T00:00:00,192.0,0.0,192.0,6,2011,0,,,547672,[None],0.0,2313,2103454,True,True
SILAS BRASILEIRO,74765.0,526.0,2015.0,MG,MDB,53,13,Congressperson meal,0,,MARIETTA COMÉRCIO DE ALIMENTOS LTDA,683748001531,18945,0,2009-09-17T00:00:00,36.9,0.0,36.9,9,2009,0,,,426920,[None],0.0,1173,1685486,True,True
JUNJI ABE,160544.0,610.0,2015.0,SP,MDB,54,13,Congressperson meal,0,,BG-LESTE PETROLEO LTDA.,4881800000110,189026,0,2014-06-11T00:00:00,12.1,0.0,12.1,6,2014,0,,,1127270,[None],0.0,2332,5463273,True,True
ADELMO CARNEIRO LEÃO,178890.0,221.0,2015.0,MG,PT,55,13,Congressperson meal,0,,HOTEL NACIONAL S/A,72629140000134,119356,0,2017-10-03T00:00:00,221.1,134.0,87.1,10,2017,0,,,1440824,[None],0.0,2906,6436331,True,True
MISSIONÁRIO JOSÉ OLIMPIO,160561.0,375.0,2015.0,SP,DEM,55,13,Congressperson meal,0,,JLM RESTAURANTE LTDA - SPOLETO,5202077000249,165890,0,2016-12-20T00:00:00,33.9,0.0,33.9,12,2016,0,,,1353778,[None],0.0,2388,6195449,True,True
LÁZARO BOTELHO,141480.0,63.0,2015.0,TO,PP,54,13,Congressperson meal,0,,CHURRASCARIA POTENCIA DO SUL LTDA,2454285000166,038426,0,2011-02-01T00:00:00,164.21,60.3,103.91,2,2011,0,,,517007,[None],0.0,1869,2000312,True,True
FÉLIX MENDONÇA,74542.0,191.0,2007.0,BA,DEM,53,13,Congressperson meal,0,,CAMARÕES LAGO SUL COMÉRCIO DE ALIMENTOS LTDA,10542662000147,09739,0,2010-05-11T00:00:00,84.88,0.0,84.88,5,2010,0,,,473923,[None],0.0,671,1846469,True,True
AFONSO MOTTA,178835.0,490.0,2019.0,RS,PDT,55,13,Congressperson meal,0,,GSS EMPREENDIMENTOS ALIMENTICIOS EIRELI,24419149000259,66610,0,2017-10-30T00:00:00,15.0,0.0,15.0,10,2017,0,,,1436820,[None],0.0,2880,6426195,True,True
FLAVINHO,178978.0,357.0,2015.0,SP,PSC,55,13,Congressperson meal,0,,SILT SELF SERVICE EIRELI ME,7286731000194,4887,4,2018-05-08T00:00:00,22.74,0.0,22.74,5,2018,0,,,1493131,[None],0.0,2971,6573805,True,True
JOSÉ MENTOR,74275.0,367.0,2015.0,SP,PT,55,13,Congressperson meal,0,,vrg linhas aéreas s/a,7575651000400,3653,0,2017-08-14T00:00:00,8.0,0.0,8.0,8,2017,0,,,1415953,[None],0.0,1567,6369172,True,True
CELSO RUSSOMANNO,73441.0,347.0,2019.0,SP,PRB,55,13,Congressperson meal,0,,SALSICHARIA HARRY PISEK,16898471000107,1091,0,2016-05-01T00:00:00,130.0,0.0,130.0,5,2016,0,,,1291315,[None],0.0,993,5998945,True,True
LEOPOLDO MEYER,160663.0,456.0,2015.0,PR,PSB,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC,33469172000672,045543,0,2016-02-23T00:00:00,55.69,0.0,55.69,2,2016,0,,,1266207,[None],0.0,2299,5920810,True,True
PASTOR EURICO,160642.0,155.0,2019.0,PE,PATRI,55,13,Congressperson meal,0,,RESTAURANTE FEIJOADA,7027554000121,16422,0,2015-09-25T00:00:00,82.0,0.0,82.0,9,2015,0,,,1231006,[None],0.0,2264,5807888,True,True
DR. UBIALI,141498.0,541.0,2011.0,SP,PSB,54,13,Congressperson meal,0,,BAR GASPARINI,49228653000111,016287,0,2012-04-16T00:00:00,58.0,0.0,58.0,4,2012,0,,,616978,[None],0.0,1815,2333132,True,True
MENDONÇA PRADO,74056.0,179.0,2011.0,SE,DEM,54,13,Congressperson meal,0,,UP BACK TERCEIRIZAÇÃO DE ATI. HOTELEIRAS LTDA,7711619000153,046658,0,2013-10-17T00:00:00,62.0,0.0,62.0,10,2013,0,,,1071583,[None],0.0,1615,5269513,True,True
ZECA DIRCEU,160592.0,468.0,2019.0,PR,PT,55,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC,33469172000672,217006,0,2015-12-01T00:00:00,28.1,0.0,28.1,12,2015,0,,,1250561,[None],0.0,2238,5871325,True,True
JOÃO RODRIGUES,160571.0,473.0,2015.0,SC,PSD,55,13,Congressperson meal,0,,CASA DO GOGO COMERCIO DE ALIMENTOS LTDA - EPP,6127307000134,167214,0,2017-12-07T00:00:00,55.61,0.0,55.61,12,2017,0,,,1452865,[None],0.0,2315,6469261,True,True
MISSIONÁRIO JOSÉ OLIMPIO,160561.0,375.0,2015.0,SP,DEM,54,13,Congressperson meal,0,,SL BRASIL PUBLICIDADE,7499995000207,100090,0,2014-02-06T00:00:00,24.16,0.0,24.16,2,2014,0,,,1091914,[None],0.0,2388,5335405,True,True
LEOPOLDO MEYER,160663.0,456.0,2015.0,PR,PSB,54,13,Congressperson meal,0,,NOBILE SUITES,9405789000305,113894,0,2013-12-18T00:00:00,53.0,0.0,53.0,12,2013,0,,,1085306,[None],0.0,2299,5316782,True,True
JOSÉ NUNES,160619.0,201.0,2019.0,BA,PSD,55,13,Congressperson meal,0,,SOHO RESTAURANTE LTDA.,2077434000387,005232,0,2016-01-21T00:00:00,212.96,0.0,212.96,1,2016,0,,,1261508,[None],0.0,2348,5906464,True,True
GERALDO SIMÕES,74566.0,185.0,2011.0,BA,PT,54,13,Congressperson meal,0,,NORTON GRILL,4777798000214,34981,0,2011-03-16T00:00:00,104.5,0.0,104.5,3,2011,0,,,525401,[None],0.0,1340,2028434,True,True
EDUARDO BARBOSA,74655.0,230.0,2019.0,MG,PSDB,53,13,Congressperson meal,0,,RESTAURANTE SPIGA LTDA,11102228000109,133629,0,2010-11-27T00:00:00,23.53,0.0,23.53,11,2010,0,,,506095,[None],0.0,1010,1965327,True,True
ROBERTO FREIRE,73805.0,546.0,2015.0,SP,PPS,54,13,Congressperson meal,0,,SERVIÇO NACIONAL DE  APRENDIZAGEM COMERCIAL SENAC,33469172001644,019475,0,2013-12-11T00:00:00,46.56,0.0,46.56,12,2013,0,,,1079566,[None],0.0,116,5296728,True,True
FLAVINHO,178978.0,357.0,2015.0,SP,PSC,55,13,Congressperson meal,0,,RODOSNACK MIRANTE LANCHONETE E RESTAURANTE LTDA,26916462000147,021417,4,2018-04-27T00:00:00,34.25,0.0,34.25,4,2018,0,,,1489280,[None],0.0,2971,6565910,True,True
JÂNIO NATAL,160675.0,198.0,2011.0,BA,PRP,54,13,Congressperson meal,0,,RESTAURANTE LA TABLE FRANCAISE LTDA ME,4799343000119,7634,0,2011-02-24T00:00:00,127.38,0.0,127.38,2,2011,0,,,524750,[None],0.0,2411,2026245,True,True
RONALDO BENEDET,160515.0,484.0,2015.0,SC,MDB,55,13,Congressperson meal,0,,ISABEL CRISTINA DE CARVALHO,4989831000199,06808,0,2018-01-06T00:00:00,73.0,0.0,73.0,1,2018,0,,,1461665,[None],0.0,2354,6492873,True,True
ROGÉRIO PENINHA MENDONÇA,160651.0,483.0,2019.0,SC,MDB,54,13,Congressperson meal,0,,WERNER E BOTELHO LTDA. - ME,1672315000148,020160,0,2012-05-11T00:00:00,25.5,0.0,25.5,5,2012,0,,,611542,[None],0.0,2244,2314812,True,True
DOMINGOS SÁVIO,160758.0,233.0,2019.0,MG,PSDB,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172001644,6984,0,2017-09-26T00:00:00,57.25,0.0,57.25,9,2017,0,,,1426512,[None],0.0,2235,6400236,True,True
MÁRCIO MACÊDO,160542.0,177.0,2011.0,SE,PT,54,13,Congressperson meal,0,,DOM FRANCISCO,3327191000199,53238,0,2011-04-29T00:00:00,105.0,0.0,105.0,4,2011,0,,,536937,[None],0.0,2310,2066850,True,True
RICARDO BERZOINI,74793.0,390.0,2011.0,SP,PT,54,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COMERC SENAC,33469172001644,015067,0,2013-10-16T00:00:00,46.06,0.0,46.06,10,2013,0,,,1066539,[None],0.0,1411,5251178,True,True
ANTHONY GAROTINHO,160539.0,289.0,2011.0,RJ,PR,54,13,Congressperson meal,0,,SERVIÇO NACIONAL DE APRENDIZAGEM COM. SENAC,33469172001644,057546,0,2012-03-28T00:00:00,49.0,0.0,49.0,3,2012,0,,,603892,[None],0.0,2306,2289478,True,True
AFONSO HAMM,136811.0,487.0,2019.0,RS,PP,55,13,Congressperson meal,0,,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,33469172000672,10647,4,2018-04-03T00:00:00,27.29,0.0,27.29,4,2018,0,,,1484268,[None],0.0,1758,6552098,True,True
LOBBE NETO,74277.0,521.0,2015.0,SP,PSDB,55,13,Congressperson meal,0,,CPQ BRASIL S A,74552068002678,145569,4,2018-07-03T00:00:00,21.9,0.0,21.9,7,2018,0,,,1509953,[None],0.0,1586,6618742,True,True
EDUARDO BOLSONARO,92346.0,352.0,2019.0,SP,PSL,55,13,Congressperson meal,0,,PBJM COMERCIO DE GENEROS ALIMENTICIOS LTDA - EPP,9054158000119,7919,4,2018-07-05T00:00:00,63.96,0.0,63.96,7,2018,0,,,1511655,[None],0.0,2907,6623545,True,True
JOÃO MARCELO SOUZA,112437.0,76.0,2019.0,MA,MDB,55,13,Congressperson meal,0,,ELBA ESPIRITO SANTO SARDINHA FERREIRA - ME,1114253000159,123556,0,2016-06-21T00:00:00,130.0,0.0,130.0,6,2016,0,,,1301069,[None],0.0,2912,6029826,True,True
