congressperson_name,congressperson_id,congressperson_document,term,state,party,term_id,subquota_number,subquota_description,subquota_group_id,subquota_group_description,supplier,cnpj_cpf,document_number,document_type,issue_date,document_value,remark_value,total_net_value,month,year,installment,passenger,leg_of_the_trip,batch_number,numbers,total_value,applicant_id,document_id
MIGUEL LOMBARDI,178985.0,378.0,2019.0,SP,PR,55,12,Publication subscriptions,0,,"Loggos - Jornais, Revistas e Publicações Ltda.",692970000103,1266/9,0,2016-04-12T00:00:00,290.47,0.0,290.47,12,2016,0,,,1348997,[nan],0.0,2995,6177530
HÉLIO SANTOS,160590.0,76.0,2011.0,MA,PSDB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 9572438175142,0,2011-11-17T00:00:00,524.44,0.0,524.44,11,2011,0,HÉLIO SANTOS,SLZ/IMP,0,['0'],,2397,0
VALTENIR PEREIRA,141552.0,536.0,2019.0,MT,MDB,55,999,Flight ticket issue,0,,Cia Aérea - AZUL,9296295000160,Bilhete: R5565L,0,2016-02-26T00:00:00,619.54,0.0,619.54,2,2016,0,VALTENIR PEREIRA,CGB/BSB,0,['0'],,1946,1267161
ALICE PORTUGAL,74057.0,180.0,2019.0,BA,PCdoB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 9572441411206,0,2012-01-26T00:00:00,252.23,0.0,252.23,1,2012,0,ALICE PORTUGAL,IOS/SSA,0,['0'],,1531,0
ROBERTO MAGALHÃES,74433.0,159.0,2007.0,PE,DEM,53,2,"Locomotion, meal and lodging",0,,GRAND HOTEL CADORO,64631344000181,090090,0,2009-04-07T00:00:00,889.78,220.18,669.6,4,2009,0,,,389410,[nan],0.0,654,1566025
GIUSEPPE VECCI,178878.0,429.0,2015.0,GO,PSDB,55,10,Telecommunication,0,,RAMAL,6,6184791,0,,0.03,0.0,0.03,1,2017,0,,,0,['0'],,2997,0
NILTON CAPIXABA,74359.0,47.0,2015.0,RO,PTB,55,5,Publicity of parliamentary activity,0,,GRÁFICA IMEDIATA,7161584000126,3319,0,2018-11-30T00:00:00,25000.0,0.0,25000.0,11,2018,0,,,1543797,[nan],0.0,1289,6711429
CLAUDIO CAJADO,74537.0,186.0,2019.0,BA,PP,56,10,Telecommunication,0,,RAMAL,6,5691397,0,,191.13,0.0,191.13,5,2015,0,,,0,['0'],,995,0
MÁRCIO MARINHO,150418.0,212.0,2019.0,BA,PRB,54,15,Automotive vehicle renting or watercraft charter,0,,TAGUALTO AUTOMOVEIS E SERVIÇOS LTDA,101378000181,398954,0,2011-08-11T00:00:00,2990.0,0.0,2990.0,8,2011,0,,,557489,[nan],0.0,1987,2136203
RENATO MOLLING,141527.0,511.0,2015.0,RS,PP,54,5,Publicity of parliamentary activity,0,,GRÁFICA TIGRAPEL LTDA,404334000120,608,0,2013-01-07T00:00:00,550.0,0.0,550.0,1,2013,0,,,1015357,[nan],0.0,1922,5056497
MENDONÇA PRADO,74056.0,179.0,2011.0,SE,DEM,53,10,Telecommunication,0,,RAMAL,6,3952282,0,2010-07-27T00:00:00,25.31,0.0,25.31,7,2010,0,,,0,['0'],,1615,0
TADEU ALENCAR,178922.0,161.0,2019.0,PE,PSB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: JMR5VH,0,2016-03-30T00:00:00,1260.63,0.0,1260.63,3,2016,0,TADEU ALENCAR,BSB/GRU/JDO,0,['0'],,2945,1283442
HENRIQUE AFONSO,73940.0,52.0,2011.0,AC,PV,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: 127SYS3JP,0,2012-11-14T00:00:00,453.85,0.0,453.85,11,2012,0,MARIA JOICILENE SOUSA DA SILVA NOBRE,RBR/ CZS,0,['0'],,1656,0
GIOVANI CHERINI,160673.0,502.0,2019.0,RS,PR,54,1,Maintenance of office supporting parliamentary activity,0,,P. A Lovato e Cia Ltda,11198526000144,830,0,2015-01-27T00:00:00,1680.0,0.0,1680.0,1,2015,0,,,1171500,[nan],0.0,2281,5617961
DULCE MIRANDA,178994.0,61.0,2019.0,TO,MDB,56,10,Telecommunication,0,,RAMAL,6,6413375,0,,24.89,0.0,24.89,8,2017,0,,,0,['0'],,2905,0
ZEQUINHA MARINHO,73933.0,33.0,2011.0,PA,PSC,53,13,Congressperson meal,0,,RESTAURANTE DO SENAC,33469172000672,015383,0,2010-12-09T00:00:00,14.0,0.0,14.0,12,2010,0,,,509284,[nan],0.0,1709,1974994
RUBENS OTONI,74371.0,425.0,2019.0,GO,PT,54,10,Telecommunication,0,,CELULAR FUNCIONAL,1,5192892,0,2013-06-10T00:00:00,23.04,0.0,23.04,4,2013,0,,,0,['0'],,1686,0
BETO ALBUQUERQUE,73478.0,490.0,2011.0,RS,PSB,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Comp-JDRN5J,0,2014-07-15T00:00:00,-105.0,0.0,-105.0,7,2014,0,BETO ALBUQUERQUE,BSB/BSB,0,['0'],,1450,913158
PAULO MALUF,132056.0,373.0,2015.0,SP,PP,54,10,Telecommunication,0,,NEXTEL,66970229001805,000016953,0,2012-04-19T00:00:00,1887.79,0.0,1887.79,4,2012,0,,,611410,[nan],0.0,1906,2314259
ANDRÉ AMARAL,195143.0,583.0,2015.0,PB,PROS,55,1,Maintenance of office supporting parliamentary activity,0,,CAMILA SANTA CRUZ LINS DE SIQUEIRA,6464595466,SN,1,2018-07-30T00:00:00,1700.0,0.0,1700.0,7,2018,0,,,1529599,[nan],0.0,3156,6670536
CLEBER VERDE,141408.0,70.0,2019.0,MA,PRB,53,10,Telecommunication,0,,RAMAL,6,3952156,0,2009-07-29T00:00:00,276.52,0.0,276.52,7,2009,0,,,0,['0'],,1804,0
RAFAEL GUERRA,74590.0,258.0,2007.0,MG,PSDB,53,10,Telecommunication,0,,VIVO PARTICIPAÇOES S.A,2558074000254,000400032,0,2011-01-11T00:00:00,48.71,0.0,48.71,1,2011,0,,,516189,[nan],0.0,1360,1997420
PAULO FREIRE COSTA,160558.0,380.0,2019.0,SP,PR,54,999,Flight ticket issue,0,,Cia Aérea - AZUL,9296295000160,Bilhete: YB8BGA,0,2011-04-20T00:00:00,239.66,0.0,239.66,4,2011,0,ROBSON BARBOSA,BSB/VCP,0,['0'],,2301,0
MIGUEL LOMBARDI,178985.0,378.0,2019.0,SP,PR,55,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO MIYUKI,61406260000156,161218,0,2015-05-08T00:00:00,81.03,0.0,81.03,5,2015,0,,,1192204,[nan],0.0,2995,5680619
HUGO LEAL,141450.0,306.0,2019.0,RJ,PSD,55,10,Telecommunication,0,,OI MÓVEL S.A.,5423963000111,226269,0,2015-08-25T00:00:00,428.0,0.0,428.0,8,2015,0,,,1228672,[nan],0.0,1848,5800075
JOÃO PAULO CUNHA,73534.0,361.0,2011.0,SP,PT,53,999,Flight ticket issue,0,,Cia Aérea - PASSAREDO,512777000135,Bilhete:,0,2010-02-03T00:00:00,321.62,0.0,643.24,2,2010,0,CARLOS BELLINTANI,BSB/RAO,0,['0'],,1065,0
EDUARDO BOLSONARO,92346.0,352.0,2019.0,SP,PSL,55,13,Congressperson meal,0,,JLM RESTAURANTE LTDA,5202077000400,088386,0,2016-06-17T00:00:00,43.0,0.0,43.0,6,2016,0,,,1307660,[nan],0.0,2907,6049197
ÍRIS DE ARAÚJO,141453.0,417.0,2011.0,GO,PMDB,54,13,Congressperson meal,0,,SRA SERVIÇOS DE ALIMENTAÇÃO LTDA,14173146000143,051509,0,2014-08-30T00:00:00,118.4,59.2,59.2,8,2014,0,,,1142313,[nan],0.0,1851,5519550
LEONARDO PICCIANI,74254.0,312.0,2015.0,RJ,MDB,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2127.426376,0,2016-04-01T00:00:00,734.1,0.0,734.1,4,2016,0,LEANDRO CRUZ FROES DA SILVA,BSB/SDU,0,['0'],,1583,1289550
EDUARDO BARBOSA,74655.0,230.0,2019.0,MG,PSDB,54,11,Postal services,0,,CORREIOS - CARTA COMERCIAL,7,RSP : 2045234,1,2013-10-14T09:42:20,1.2,0.0,1.2,10,2013,0,,,0,['0'],,1010,0
DELEGADO PROTÓGENES,160606.0,343.0,2011.0,SP,PCdoB,54,3,Fuels and lubricants,1,Veículos Automotores,IRMAOS TAKAHASSHI LTDA,45105608000119,142158,0,2013-07-12T00:00:00,163.97,0.0,163.97,7,2013,0,,,1043826,[nan],0.0,2362,5165679
PAULO AZI,178860.0,215.0,2019.0,BA,DEM,55,13,Congressperson meal,0,,DOM FRANCISCO RESTAURANTE LTDA.,3327191000199,73957,0,2016-06-15T00:00:00,170.0,0.0,170.0,6,2016,0,,,1305064,[nan],0.0,2929,6043062
ARTHUR OLIVEIRA MAIA,160600.0,192.0,2019.0,BA,DEM,54,999,Flight ticket issue,0,,Cia Aérea - PASSAREDO,512777000135,Bilhete: 1005193189,0,2013-10-30T00:00:00,302.57,0.0,302.57,10,2013,0,JALMIR NUNES,SSA/BRA,0,['0'],,2225,682920
DR. CARLOS ALBERTO,118384.0,529.0,2011.0,RJ,PMN,54,10,Telecommunication,0,,ANEXTEL TELECOMUNICAÇOES LTDA,66970229000167,000008564,0,2011-09-13T00:00:00,540.7,12.0,528.7,9,2011,0,,,571540,[nan],0.0,2420,2184243
VANDERLEI MACRIS,141553.0,394.0,2019.0,SP,PSDB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Comp-957-2478.697214,0,2013-10-30T00:00:00,-333.55,0.0,-333.55,10,2013,0,VANDERLEI MACRIS,BSB/CGH,0,['0'],,1947,765094
JÔ MORAES,141503.0,246.0,2015.0,MG,PCdoB,55,10,Telecommunication,0,,RAMAL,6,6438055,0,,18.95,0.0,18.95,10,2017,0,,,0,['0'],,1854,0
HENRIQUE FONTANA,73482.0,498.0,2019.0,RS,PT,54,3,Fuels and lubricants,4,Sem especificações,ENTREPOSTO,90212093000100,208208,0,2012-02-17T00:00:00,97.96,0.0,97.96,2,2012,0,,,596182,[nan],0.0,1454,2264866
SEVERINO NINHO,167614.0,573.0,2015.0,PE,PSB,55,3,Fuels and lubricants,1,Veículos Automotores,CIA BRASILEIRA DE DISTRIBUICAO,47508411132494,81573,0,2018-02-23T00:00:00,50.0,0.0,50.0,2,2018,0,,,1481188,[nan],0.0,2468,6544503
JUNJI ABE,160544.0,610.0,2015.0,SP,MDB,54,3,Fuels and lubricants,1,Veículos Automotores,POSTO ESTRELA DUTRA LTDA,55662191000149,159744,0,2013-09-13T00:00:00,80.0,0.0,80.0,9,2013,0,,,1060528,[nan],0.0,2332,5229725
CLAUDIO DIAZ,141057.0,520.0,2007.0,RS,PSDB,53,3,Fuels and lubricants,1,Veículos Automotores,POSTO CEARA,7256950000120,309435,0,2009-10-16T00:00:00,125.58,0.0,125.58,10,2009,0,,,434468,[nan],0.0,1765,1711217
MARCELO AGUIAR,160660.0,522.0,2015.0,SP,DEM,54,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO MAKARI LTDA,48794085000153,157195,0,2011-02-27T00:00:00,120.0,0.0,120.0,2,2011,0,,,527912,[nan],0.0,2346,2037659
CLAUDIO CAJADO,74537.0,186.0,2019.0,BA,PP,56,10,Telecommunication,0,,RAMAL,6,6137848,0,,52.9,0.0,52.9,11,2016,0,,,0,['0'],,995,0
ORLANDO SILVA,178987.0,386.0,2019.0,SP,PCdoB,55,1,Maintenance of office supporting parliamentary activity,0,,ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S.A.,61695227000193,005244859,0,2016-08-22T00:00:00,60.31,1.04,59.27,8,2016,0,,,1322775,[nan],0.0,2957,6099503
UBIRATAN SANDERSON,204416.0,517.0,2019.0,RS,PSL,56,3,Fuels and lubricants,1,Veículos Automotores,COMERCIAL DE COMBUSTIVEIS LONDERO LTDA,90293390000128,647922,4,2019-02-09T00:00:00,219.01,0.0,219.01,2,2019,0,,,1570292,[nan],0.0,3418,6769211
SIMONE MORGADO,178911.0,35.0,2015.0,PA,MDB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: PKUI5Q,0,2017-08-10T00:00:00,444.93,0.0,444.93,8,2017,0,SIMONE MORGADO,BSB/BEL,0,['0'],,2931,1470555
JOÃO RODRIGUES,160571.0,473.0,2015.0,SC,PSD,55,1,Maintenance of office supporting parliamentary activity,0,,CELESC S.A.,8336783000190,830202,0,2016-08-09T00:00:00,481.17,16.42,464.75,8,2016,0,,,1316969,[nan],0.0,2315,6081300
TAKAYAMA,74385.0,469.0,2015.0,PR,PSC,53,10,Telecommunication,0,,CELULAR FUNCIONAL,1,3952330,0,2010-11-15T00:00:00,422.01,0.0,422.01,11,2010,0,,,0,['0'],,1693,0
JOÃO PAULO CUNHA,73534.0,361.0,2011.0,SP,PT,54,10,Telecommunication,0,,TELEFONICA,2558157000162,000030193,0,2011-11-25T00:00:00,418.87,0.0,418.87,11,2011,0,,,591429,[nan],0.0,1065,2249480
EDMILSON RODRIGUES,134812.0,27.0,2019.0,PA,PSOL,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2145.330499,0,2017-04-12T00:00:00,693.69,0.0,693.69,4,2017,0,EDMILSON RODRIGUES,BSB/BEL,0,['0'],,3018,1436215
MARCELO CASTRO,74460.0,110.0,2015.0,PI,MDB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2488.387735,0,2014-04-24T00:00:00,9.0,0.0,9.0,4,2014,0,MARCELO CASTRO,BSB/THE,0,['0'],,1311,822740
JOSÉ CARLOS ALELUIA,74553.0,207.0,2015.0,BA,DEM,55,3,Fuels and lubricants,1,Veículos Automotores,TIC COMERCIO DE COMBUSTIVEIS LTDA ME,8166171000105,629336,0,2017-10-12T00:00:00,170.0,0.0,170.0,10,2017,0,,,1432611,[nan],0.0,678,6415391
ARNALDO MADEIRA,73993.0,343.0,2007.0,SP,PSDB,53,3,Fuels and lubricants,1,Veículos Automotores,POSTO DE SERVIÇOS CARMENERE LTDA,9306758000127,208510,0,2009-10-23T00:00:00,27.18,0.0,27.18,10,2009,0,,,432447,[nan],0.0,1202,1704603
TAKAYAMA,74385.0,469.0,2015.0,PR,PSC,54,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: 127KCVTYW,0,2012-09-18T00:00:00,456.03,0.0,456.03,9,2012,0,TAKAYAMA,BSB/ CWB,0,['0'],,1693,0
RICARDO BARROS,73788.0,462.0,2019.0,PR,PP,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2110.024583,0,2015-05-05T00:00:00,224.64,0.0,224.64,5,2015,0,RICARDO BARROS,CWB/BSB,0,['0'],,1155,1130872
IVAN VALENTE,73531.0,359.0,2019.0,SP,PSOL,53,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO RIAJ LTDA,10570911000108,029219,0,2011-01-06T00:00:00,120.0,0.0,120.0,1,2011,0,,,513883,[nan],0.0,1049,1989139
ADEMIR CAMILO,133374.0,520.0,2015.0,MG,MDB,54,14,"Lodging, except for congressperson from Distrito Federal",0,,ALVORADA HOTEL LTDA,33450461000115,259291,0,2011-06-16T00:00:00,346.2,0.0,346.2,6,2011,0,,,546218,[nan],0.0,1744,2097796
FLAVIANO MELO,141434.0,54.0,2019.0,AC,MDB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Comp-EY6J3Y,0,2015-12-21T00:00:00,-1127.25,0.0,-1127.25,12,2015,0,FLAVIANO MELO,BSB/BSB,0,['0'],,1836,1149866
MARCELO GUIMARÃES FILHO,74143.0,627.0,2011.0,BA,PMDB,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: D7BIXM,0,2009-12-01T00:00:00,398.62,0.0,398.62,12,2009,0,FILHO/MARCELO,SSAG3GRU,0,['0'],,1601,0
AUGUSTO COUTINHO,160665.0,141.0,2019.0,PE,SOLIDARIEDADE,54,13,Congressperson meal,0,,CLIO LIVRARIA COMERCIAL LTDA,1164256003899,010218,0,2012-11-08T00:00:00,25.8,0.0,25.8,11,2012,0,,,647895,[nan],0.0,2236,2430310
JOÃO MARCELO SOUZA,112437.0,76.0,2019.0,MA,MDB,55,1,Maintenance of office supporting parliamentary activity,0,,Alzira Marlene Serra Sousa,47468114315,09/12,1,2016-11-25T00:00:00,1500.0,0.0,1500.0,11,2016,0,,,1340170,[nan],0.0,2912,6154319
JÂNIO NATAL,160675.0,198.0,2011.0,BA,PRP,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2459.843285,0,2012-12-04T00:00:00,179.0,0.0,179.0,12,2012,0,ZAQUEU MR OLIVEIRA FILHO,BSB/SSA,0,['0'],,2411,0
JOÃO ARRUDA,160573.0,455.0,2015.0,PR,MDB,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2001.704115,0,2015-10-27T00:00:00,24.0,0.0,24.0,10,2015,0,JOÃO ARRUDA,BSB/BSB,0,['0'],,2363,1247614
ANTONIO BULHÕES,141383.0,333.0,2015.0,SP,PRB,53,13,Congressperson meal,0,,BRENT EMPREENDIMENTOS E ALIMENTAÇÃO LTDA.,72614977000290,35220,0,2009-11-28T00:00:00,43.73,0.0,43.73,11,2009,0,,,442540,[nan],0.0,1782,1738720
MARCUS VICENTE,74235.0,281.0,2015.0,ES,PP,55,11,Postal services,0,,CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,7,RSP : 2260238,1,2018-11-14T15:13:26,199.0,0.0,199.0,11,2018,0,,,0,['0'],,1254,0
JOÃO PIZZOLATTI,73874.0,574.0,2011.0,SC,PP**,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: C1R54L,0,2010-02-17T00:00:00,438.62,0.0,438.62,2,2010,0,PIZZOLATTI/JOAO,CWBG3LDB,0,['0'],,1056,0
CARMEN ZANOTTO,164360.0,477.0,2019.0,SC,PPS,55,999,Flight ticket issue,0,,Cia Aérea - AVIANCA,2575829000148,Bilhete: 2424064099,0,2016-07-18T00:00:00,210.0,0.0,210.0,7,2016,0,CARMEN ZANOTTO,BSB/FLN,0,['0'],,2433,1324834
LUCIANO CASTRO,73982.0,4.0,2011.0,RR,PR,53,1,Maintenance of office supporting parliamentary activity,0,,SKY DO BRASIL S.A LTDA,72820822002769,001804768,0,2010-11-23T00:00:00,210.2,0.0,210.2,12,2010,0,,,512070,[nan],0.0,894,1983363
FLAVINHO,178978.0,357.0,2015.0,SP,PSC,55,122,"Taxi, toll and parking",0,,CONCESS. DA RODOVIA PRESIDENTE DUTRA S.A.,861626000192,154597,1,2017-10-06T00:00:00,6.3,0.0,6.3,10,2017,0,,,1432605,[nan],0.0,2971,6415353
FAUSTO PINATO,66828.0,355.0,2019.0,SP,PP,55,3,Fuels and lubricants,1,Veículos Automotores,POSTO HERBY,9167120000152,3675,0,2016-11-24T00:00:00,100.0,0.0,100.0,11,2016,0,,,1353781,[nan],0.0,2917,6190700
OTAVIO LEITE,141515.0,316.0,2015.0,RJ,PSDB,55,122,"Taxi, toll and parking",0,,Easy Taxi,16809351000188,S/N,1,2015-04-15T00:00:00,35.0,0.0,35.0,4,2015,0,,,1207414,[nan],0.0,1901,5730674
ABELARDO LUPION,73764.0,440.0,2011.0,PR,DEM,54,10,Telecommunication,0,,IMÓVEL FUNCIONAL,3,5585272,0,,25.0241,0.0,25.02,9,2014,0,,,0,['0'],,879,0
JANETE ROCHA PIETÁ,141455.0,358.0,2011.0,SP,PT,53,10,Telecommunication,0,,CELULAR FUNCIONAL,1,3952288,0,2010-05-01T00:00:00,444.94,0.0,444.94,5,2010,0,,,0,['0'],,1852,0
SEVERIANO ALVES,74641.0,215.0,2007.0,BA,PMDB,53,3,Fuels and lubricants,1,Veículos Automotores,LUZAS COMBUSTÍVEIS,3469182000566,528,0,2009-12-10T00:00:00,375.44,0.0,375.44,12,2009,0,,,444057,[nan],0.0,1171,1743495
DANILO FORTE,62881.0,95.0,2015.0,CE,PSDB,55,3,Fuels and lubricants,1,Veículos Automotores,POSTO BANDEIRA BRANCA COMÉRCIO DE COMBUSTÍVEIS LTDA.,5613385000186,245652,0,2017-03-10T00:00:00,100.0,0.0,100.0,3,2017,0,,,1387327,[nan],0.0,2227,6288193
CHICO D'ANGELO,141439.0,293.0,2019.0,RJ,PDT,55,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO MAQUINE LTDA,42357715000146,49145,0,2018-05-22T00:00:00,169.29,0.0,169.29,5,2018,0,,,1498358,[nan],0.0,1799,6588274
JOÃO ARRUDA,160573.0,455.0,2015.0,PR,MDB,55,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: SL8Q6T,0,2018-05-23T00:00:00,971.93,0.0,971.93,5,2018,0,JOÃO ARRUDA,BSB/GRU/CWB,0,['0'],,2363,1565656
MARCIO ALVINO,178983.0,370.0,2019.0,SP,PR,55,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2156.816159,0,2017-11-13T00:00:00,11.9,0.0,11.9,11,2017,0,MARCIO ALVINO,GRU/BSB,0,['0'],,3061,1507582
DALVA FIGUEIREDO,141502.0,9.0,2011.0,AP,PT,53,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO ARAXA,5297501000286,011575,0,2009-10-07T00:00:00,100.0,0.0,100.0,10,2009,0,,,443650,[nan],0.0,1808,1742012
HUGO NAPOLEÃO,160974.0,112.0,2011.0,PI,PSD,54,11,Postal services,0,,CORREIOS - CARTA COMERCIAL,7,RSP : 1265144,1,2012-08-15T13:47:40,1.2,0.0,1.2,8,2012,0,,,0,['0'],,2414,0
ALEXANDRE LEITE,160545.0,334.0,2019.0,SP,DEM,55,3,Fuels and lubricants,1,Veículos Automotores,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,306597008262,019410,0,2015-09-10T00:00:00,150.0,0.0,150.0,9,2015,0,,,1231140,[nan],0.0,2373,5808598
JOÃO FERNANDO COUTINHO,178917.0,149.0,2015.0,PE,PROS,55,120,Automotive vehicle renting or charter,0,,BARRETO SANTOS LTDA.,4949680000145,001281,1,2017-01-16T00:00:00,4500.0,0.0,4500.0,1,2017,0,,,1360798,[nan],0.0,3006,6217426
DENILSON TEIXEIRA,174854.0,653.0,2011.0,MG,PV,54,120,Automotive vehicle renting or charter,0,,Júnior Rent a Car Ltda.,21652672000151,012092,1,2015-01-20T00:00:00,3690.0,0.0,3690.0,1,2015,0,,,1163119,[nan],0.0,2875,5589525
JOSÉ FERNANDO APARECIDO DE OLI,141466.0,271.0,2007.0,MG,PV,53,11,Postal services,0,,CORREIOS - SEDEX 10,7,RSP : 1174153,1,2010-10-21T17:06:24,39.3,0.0,39.3,10,2010,0,,,0,['0'],,1959,0
ANDRÉ FIGUEIREDO,133439.0,89.0,2019.0,CE,PDT,54,3,Fuels and lubricants,1,Veículos Automotores,IP COM VAREJ DE DERIVADOS DO PETRÓLEO,10448963000106,066,0,2011-09-30T00:00:00,1057.7,0.0,1057.7,9,2011,0,,,567799,[nan],0.0,1748,2172256
ROCHA LOURES,141532.0,601.0,2015.0,PR,MDB,53,3,Fuels and lubricants,1,Veículos Automotores,AUTO POSTO BIGORRILHO PARK LTDA,5747763000114,715040,0,2010-10-25T00:00:00,90.9,0.0,90.9,10,2010,0,,,507048,[nan],0.0,1926,1968454
DR. CARLOS ALBERTO,118384.0,529.0,2011.0,RJ,PMN,54,13,Congressperson meal,0,,TB ALIMENTOS BRASILIA LTDA,3496049000175,885410,0,2011-11-25T00:00:00,18.3,0.0,18.3,11,2011,0,,,579958,[nan],0.0,2420,2212755
ANGELA PORTELA,141380.0,1.0,2007.0,RR,PT,53,999,Flight ticket issue,0,,Cia Aérea - GOL,7575651000159,Bilhete: K9F5NJ,0,2010-08-06T00:00:00,459.42,0.0,459.42,8,2010,0,NUNES/ALIDA,BVBG3MAO,0,['0'],,1780,0
LOURIVAL MENDES,160555.0,77.0,2011.0,MA,PTdoB,54,11,Postal services,0,,CORREIOS - CARTA SIMPLES,7,RSP : 1227099,1,2011-10-18T11:53:58,4.4,0.0,4.4,10,2011,0,,,0,['0'],,2260,0
ANDRÉ ZACHAROW,74377.0,441.0,2011.0,PR,PMDB,54,13,Congressperson meal,0,,CONFEITARIA BOM BOCADO DELÍCIA LTDA,78377371000184,57555,0,2012-07-07T00:00:00,199.27,0.0,199.27,7,2012,0,,,624891,[nan],0.0,1536,2357756
CARMEN ZANOTTO,164360.0,477.0,2019.0,SC,PPS,55,12,Publication subscriptions,0,,NC Comunicações SA,79227963000263,252594,0,2017-05-09T00:00:00,84.9,0.0,84.9,5,2017,0,,,1387909,[nan],0.0,2433,6289545
ANDREIA ZITO,141379.0,626.0,2015.0,RJ,PSDB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 9572453551426,0,2012-08-23T00:00:00,778.7,0.0,778.7,8,2012,0,HERMANOTAVARES,GIG/BSB/GIG,0,['0'],,1779,0
JOÃO PAULO PAPA,178988.0,364.0,2015.0,SP,PSDB,55,122,"Taxi, toll and parking",0,,M. D. ESTACIONAMENTO EIRELI - EPP,17225801000239,00002172,0,2015-09-03T00:00:00,30.0,0.0,30.0,9,2015,0,,,1224059,[nan],0.0,3009,5784858
JORGE TADEU MUDALEN,73535.0,363.0,2015.0,SP,DEM,55,122,"Taxi, toll and parking",0,,CONC. RODOVIA DO OESTE DE SÃO PAULO S/A,2415408000150,130381,1,2018-07-06T00:00:00,4.2,0.0,4.2,7,2018,0,,,1512790,[nan],0.0,763,6626484
DÉCIO LIMA,141413.0,475.0,2015.0,SC,PT,55,4,"Consultancy, research and technical work",0,,BLUTEF INFORMATICA,16457978000117,00000783,0,2016-06-03T00:00:00,1228.5,0.0,1228.5,6,2016,0,,,1298396,[nan],0.0,1810,6020815
SANDRO MABEL,73676.0,431.0,2011.0,GO,PMDB,54,999,Flight ticket issue,0,,Cia Aérea - TAM,2012862000160,Bilhete: 957-2706.009837,0,2012-10-29T00:00:00,80.0,0.0,80.0,10,2012,0,SANDRO MABEL,BSB/BSB,0,['0'],,1168,0
WALTER IHOSHI,141560.0,518.0,2015.0,SP,PSD,55,10,Telecommunication,0,,RAMAL,6,6670073,0,,52.48,0.0,52.48,7,2018,0,,,0,['0'],,1956,0
GORETE PEREIRA,129618.0,100.0,2015.0,CE,PR,54,11,Postal services,0,,CORREIOS - SEDEX CONVENCIONAL,7,RSP : 1267601,1,2012-09-05T14:56:13,25.12,0.0,25.12,9,2012,0,,,0,['0'],,1737,0
ROBERTO FREIRE,73805.0,546.0,2015.0,SP,PPS,54,10,Telecommunication,0,,TIM,4206050000180,000085649-AB,0,2012-08-07T00:00:00,297.87,0.0,297.87,8,2012,0,,,632456,[nan],0.0,116,2382134
PEDRO CUNHA LIMA,178912.0,135.0,2019.0,PB,PSDB,55,120,Automotive vehicle renting or charter,0,,WAYS RENT A CAR,19044740000158,26,1,2017-10-23T00:00:00,3600.0,0.0,3600.0,10,2017,0,,,1437119,[nan],0.0,2986,6427007
CABO DACIOLO,178938.0,289.0,2015.0,RJ,PATRI,55,122,"Taxi, toll and parking",0,,VIA 40 CONCESSIONARIA BR040 S/A,19726048000100,TRD22023C,1,2016-09-09T00:00:00,4.8,0.0,4.8,9,2016,0,,,1322871,[nan],0.0,3075,6099657
